id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified,entry_note,source_file
"field_goal_range","Field-goal range","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:408","kick vs go call, computed break-even FG distance","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","yard, toGo, lead, secondsLeft, windPenalty","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)","2026-09-16","","rows-spread-forecasters.csv"
"fourth_down_ep","Fourth down by expected points","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:72","4th down go/kick/punt call (EP-scale)","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","yard, toGo, ep() surface","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"fourth_down_wp","Fourth down by win probability","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:108","4th down go/kick/punt call inside final ~7 min (WP-scale override)","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","yard, toGo, lead, secondsLeft, spread, isHome","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)","2026-09-16","","rows-spread-forecasters.csv"
"game_script","Game-script play calling","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:453","pass rate given lead/clock","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, rates.off_{neutral,leading,trailing}_pass_rate","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"intentional_safety","Intentional safety","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:572","safety vs punt call","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, yard, down","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"kneel_down","Kneel-down / victory formation","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:314","kneel vs play call","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, timeouts (opponent's), yard, isHalfEnd, gameSecondsLeft","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","F01-3 FIXED: line 335 `const kneelable = 40 + (3 - oppTimeouts) * 40;` — sign now correct (more opponent timeouts shrink the window), matching 'CORRECTED 2026-09-16' comments. (docs/betting-model/plans/LATEST-PLAN.md FINAL ORDER item 2 / F01-3)","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"minimax_lean","Minimax under-passing lean","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:485","small pass-rate adjustment (±3pt cap)","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","rates.off_pass_epa_per_play, rates.off_rush_epa_per_play, enabled","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"no_mans_land","No man's land fourth downs","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:431","go vs punt in 35-40 yd band","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","yard, toGo, ep() surface","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"onside","Onside kick","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:176","onside vs kick-deep decision","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, timeouts, spread, isHome","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)","2026-09-16","","rows-spread-forecasters.csv"
"prevent_defense","Prevent defence","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:384","prevent-defense active/inactive, yards/explosive multipliers","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, oppYard","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"spike","The spike","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:554","spike vs play call","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","secondsLeft, timeouts, yard, down","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"timeouts","Timeout allocation","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:360","spend vs hold timeout","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, timeouts, onDefense","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"two_minute_warning","Two-minute warning boundary","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:591","strategic guidance + effective timeout count near 2-min warning","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, timeouts, hasBall","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","rule","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"two_point","Two-point conversion chart","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:152","go-for-2 vs kick-PAT decision","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","leadAfterTd, secondsLeft, TWO_POINT_STATES set","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","lookup","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"variance_seeking","Variance seeking when trailing","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:223","play-outcome std-dev multiplier when trailing (branch chosen at line 235)","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, spread, isHome","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","Line 229 `const urgency = clamp(1 - secondsLeft / 3600, 0, 1);` present exactly as LATEST-PLAN's F01-2 describes, unchanged — not fixed, but the plan's second citation (:441) is stale (line 441 is an unrelated closing brace). (docs/betting-model/plans/LATEST-PLAN.md FINAL ORDER item 2 / F01-2)","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)","2026-09-16","","rows-spread-forecasters.csv"
